Equipe;Processo;Data Entrada;Status;Responsável;Prazo;UF;Contrato;BR;Tipo;Assunto;Providência;SEI Recebido;1 - SEI Criado;2 - SEI Criado;3 - SEI Criado;Data de Revisão;Observações;Data de Assinatura;Criado por;Data Criação;Cadastrado no SIMA?;Tem Prazo;Comentários;
PROJETO;50600.015637/2025-76;2026-06-12;Assinado;Bruno;2026-06-19;RO;22 00902/2020;BR-364;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notiicar;25032877;25100812;;;2026-06-17;;2026-06-18;Bruno Pimenta Resende;2026-06-12;Sim;Não;;
PROJETO;50606.000238/2023-99;2026-06-12;Assinado;Bruno;2026-06-19;MG;00 00277/2022;BR-135;Projetos;Emissão de Termo de Aceite - Contrato nº 277/2022 - rodovia BR-135/MG.;Encaminhamento para a empresa;25030990;25058522;;;2026-06-12;;2026-06-18;Bruno Pimenta Resende;2026-06-12;Sim;Não;;
PROJETO;50606.000347/2025-78;2026-06-12;Assinado;Bruno;2026-06-19;MG;00 00619/2024;BR-381;Projetos;Análise de Projeto - Contrato nº 619/2024 - rodovia BR-381/MG.;Ciência;25047461;25061406;;;2026-06-12;;2026-06-18;Bruno Pimenta Resende;2026-06-12;Sim;Não;;
PROJETO;50600.000205/2025-61;2026-06-15;Assinado;Bruno;2026-06-22;SE;21 00798/2025;BR-101;Projetos;Encaminhamento dos Estudos Topográficos e Hidrológicos - Contrato nº 798/2025 (BR-101/SE).;Ciência;25055310;25084571;;;2026-06-16;;2026-06-18;Bruno Pimenta Resende;2026-06-15;Sim;Não;;
PROJETO;50623.001449/2019-54;2026-06-15;Assinado;Bruno;2026-06-22;TO;23 00217/2017;BR-153;Projetos;Contrato nº 23.00217/2017, celebrado com o CONSÓRCIO A. GASPAR/ARTELESTE/V. GARAMBONE - Solicitação de dilação de prazo.;Encaminhamento para SR e DPP;25059860;25099233;;;2026-06-17;;2026-06-18;Bruno Pimenta Resende;2026-06-15;Sim;Não;"Bruno Pimenta Resende - 17/06/2026 10:11
Verificar com a Marília se a dilação de prazo esta Coordenação aceita ou encaminha para a Unidade Fiscalizadora e para a DPP";
ASSESSORIA COAC;50611.003421/2025-39;2026-06-15;Assinado;Maria Júlia;2026-06-22;MT;-;-;DNIT/SRE;Criação de rubrica orçamentária específica para inclusão na proposta da PLOA 2027.;Informar que o pleito foi considerado na elaboração da proposta da PLOA 2027.;25078584;25083373;;;2026-06-16;;2026-06-18;Maria Julia de Miranda Fiel dos Santos;2026-06-16;Sim;Não;;
ASSESSORIA COAC;50600.002599/2024-19;2026-06-15;Assinado;Maria Júlia;2026-06-18;-;-;-;Outros;Indicadores Estratégicos do Planejamento Estratégico Institucional (PEI) 2023-2026.;Preenchimento de planilha com os dados relativos a abril e maio de 2026.;25071018;25084521;25084508;;2026-06-16;;2026-06-18;Maria Julia de Miranda Fiel dos Santos;2026-06-16;Sim;Não;;
PROJETO;50609.004210/2023-09;2026-06-16;Assinado;Bruno;2026-06-23;PR;09 00397/2021;BR-487;Projetos;Encaminhamento de Relatórios de Análise e Termos de Aceite;Ciência;24996770;25105604;;;2026-06-17;25094593;2026-06-18;Bruno Pimenta Resende;2026-06-16;Sim;Não;;
ASSESSORIA COAC;50600.019462/2026-57;2026-06-15;Assinado;Rafaela;2026-06-18;SC;-;-;Parlamentares;Requerimento de Informação nº 1648/2026 de autoria da Deputada Federal Caroline de Toni;Fornecer as informações solicitadas pela Deputada;25047620;25091708;25091729;;2026-06-16;Os documentos foram assinados por Marília Bomtempo e Thiago Pitombeira em 18/06/2026;2026-06-18;Rafaela Nobrega;2026-06-16;Sim;Sim;;
PROJETO;50600.034231/2024-10;2026-06-16;Assinado;Bruno;2026-06-23;BA;00 00391/2024;BR-030;Projetos;Relatório de análise de Drenagem e OAC;Encaminhamento de análise e de projetos;25080348;25119686;25119696;;2026-06-17;"25097087
25098772";2026-06-18;Bruno Pimenta Resende;2026-06-16;Sim;Não;;
ASSESSORIA COAC;50001.129677/2026-34;2026-06-16;Assinado;Maria Júlia;2026-06-26;-;-;-;FALA-BR;Solicitação de informações sobre pontes interditadas, total ou parcialmente, e trechos que se encontram em obras e que possuem desvios operacionais ou restrições de circulação.;Informar sobre o Portal do Cidadão, dizendo que todos os trechos com obras em andamento podem apresentar desvios operacionais ou restrições de circulação pontuais e transitórios.;25078424;25100402;;;2026-06-19;;2026-06-26;Maria Julia de Miranda Fiel dos Santos;2026-06-17;Sim;Sim;;
PROJETO;50600.023451/2025-91;2026-06-17;Assinado;Bruno;2026-06-24;RS;00 00375/2024;BR-116;Projetos;Relatório de Análise de Sinalização;Verificar. Aguardar Termo de Aceite;25105666;25112670;;;2026-06-18;;2026-06-18;Bruno Pimenta Resende;2026-06-17;Sim;Não;;
ASSESSORIA COAC;50622.002140/2023-78;2026-06-17;Assinado;Maria Júlia;2026-06-24;RO;-;BR-429;DNIT/SRE;Procedimento de reconhecimento de dívida concernente ao Contrato n.º 00 00546/2013, cujo objeto foi a execução das obras de construção de pontes rodoviárias e bueiros celulares na rodovia BR-429/RO.;Encaminhar à Superintendência Regional e à COCCONV para conhecimento da manifestação da DIR.;25017817;25121832;25136016;;2026-06-19;;2026-07-02;Maria Julia de Miranda Fiel dos Santos;2026-06-18;Sim;Não;;
PROJETO;50600.026926/2025-09;2026-06-18;Assinado;Bruno;2026-06-25;AM;-;BR-319;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notifica os dois contratos.;;25119648;;;2026-06-18;;2026-06-18;Bruno Pimenta Resende;2026-06-18;Sim;Não;"Bruno Pimenta Resende - 18/06/2026 15:26
Verificar com a Marília se notificamos o contrato 01 198/2026 pois não está no SIAC, porém já teve ordem de início";
PROJETO;50603.000829/2024-77;2026-06-19;Assinado;Bruno;2026-06-26;CE;03 00077/2024;BR-116;Projetos;Projeto Executivo de Pavimentação – Rev A.;Ciência;25123245;25135500;;;2026-06-19;;2026-06-26;Bruno Pimenta Resende;2026-06-19;Sim;Não;;
ASSESSORIA COAC;50600.020211/2026-15;2026-06-19;Assinado;Rafaela;2026-06-26;-;-;-;Parlamentares;Solicitação de informações sobre a qualidade da pavimentação, manutenção, conservação e da fiscalização de excesso de peso em veículos de carga na malha rodoviária federal;Informar que o assunto em questão não é de nossa competência;25124291;25135922;;;2026-06-19;Documento assinado por Marília Bomtempo e Thiago Pitombeira em 22/06/2026;2026-06-22;Rafaela Nobrega;2026-06-19;Sim;Não;;
ASSESSORIA COAC;50600.020131/2026-60;2026-06-18;Assinado;Maria Júlia;2026-07-02;-;-;-;Externo;Solicitação de paralisação das obras durante as eleições suplementares para governadores e vice-governadores. ;Informar que é responsabilidade das respectivas fiscais (superintendências) e que o processo já foi encaminhado para elas.;25124090;25137361;;;2026-06-19;;2026-06-22;Maria Julia de Miranda Fiel dos Santos;2026-06-19;Sim;Não;;
PROJETO;50616.002773/2018-06;2026-06-22;Assinado;Bruno;2026-06-29;SC;16 00192/2019;BR-163;Projetos;Solicitação de Declaração de Desempenho Técnico - Contrato nº 192/2019 - TORC - Terraplenagem, Obras Rodoviárias e Construções Ltda. - BR-163/SC.;Enviar para a SR;25099065;25139444;;;2026-06-22;;2026-06-26;Bruno Pimenta Resende;2026-06-22;Sim;Não;;
PROJETO;50605.000092/2026-34;2026-06-22;Assinado;Bruno;2026-06-29;BA;05 00068/2026;BR-101;Projetos;Relatório de Sondagens;Ciência e Encaminhamento para a DPP;25104945;25159475;;;2026-06-23;;2026-06-26;Bruno Pimenta Resende;2026-06-22;Sim;Não;;
PROJETO;50609.004210/2023-09;2026-06-22;Assinado;Bruno;2026-06-29;PR;09 00397/2021;BR-487;Projetos;Orçamento Executivo da Obra (Volume 4) – Revisão;Verificar;25136530;25158680;;;2026-06-23;;2026-06-26;Bruno Pimenta Resende;2026-06-22;Sim;Não;;
PROJETO;50600.023451/2025-91;2026-06-22;Assinado;Bruno;2026-06-29;RS;00 00375/2024;BR-116;Projetos;Emissão de Termo de Aceite para a Segunda Ponte Internacional de Jaguarão e acesso do lado brasileiro - Contrato nº 375/2024.;Encaminhamento de Termo de Aceite;25137214;25158318;;;2026-06-23;;2026-06-26;Bruno Pimenta Resende;2026-06-22;Sim;Não;;
ASSESSORIA COAC;50600.019799/2026-64;2026-06-22;Assinado;Maria Júlia;2026-07-02;RS;-;-;Parlamentares;Solicitação de recursos e providências em rodovias federais do Rio Grande do Sul.;Informar sobre a previsão de licitação da construção da nova ponte sobre o Rio Ibicuí na BR-472/RS.;25136810;25150409;;;2026-06-22;;2026-06-26;Maria Julia de Miranda Fiel dos Santos;2026-06-22;Sim;Sim;;
ASSESSORIA COAC;50600.019290/2026-11;2026-06-22;Assinado;Rafaela;2026-06-29;-;-;-;Ministério;Mecanismos de monitoramento e avaliação de políticas públicas relativas a emendas parlamentares - ADPF n.º 854.;Informar que não temos ferramentas específicas para esse fim, apenas a prestação de contas;25127505;25152262;;;2026-06-23;Documento assinado por Marília Bomtempo e Thiago Pitombeira em 26/06/2026;2026-06-26;Rafaela Nobrega;2026-06-23;Sim;Não;;
PROJETO;50600.034231/2024-10;2026-06-23;Assinado;Bruno;2026-06-30;BA;00 00391/2024;BR-030;Projetos;Encaminhamento do Projeto Geométrico Executivo - Contrato nº 391/2024 (BR-030/BA).;Verificar;25155099;25167332;;;2026-06-24;;2026-06-26;Bruno Pimenta Resende;2026-06-23;Sim;Não;;
ASSESSORIA COAC;50001.134583/2026-87;2026-06-23;Assinado;Maria Júlia;2026-07-10;AM;-;-;FALA-BR;Sugestão de criação de um sistema sustentável de escoamento, drenagem e filtragem da água da chuva na lateralidade do asfalto.;Matéria escapa às competências da CGCONT.;25156806;25166156;;;2026-06-23;;2026-06-26;Maria Julia de Miranda Fiel dos Santos;2026-06-23;Sim;Sim;;
PROJETO;50606.000347/2025-78;2026-06-30;Assinado;Bruno;2026-07-07;MG;00 00619/2024;BR-381;Projetos;Encaminhamento do Projeto de Componente Ambiental e Paisagismo;Ciência e encaminhamento de termo de aceite;25201291;25229581;25229780;;2026-07-01;;2026-07-02;Bruno Pimenta Resende;2026-06-30;Sim;Não;;
PROJETO;50600.023451/2025-91;2026-06-30;Assinado;Bruno;2026-07-07;RS;00 00375/2024;BR-116;Projetos;Entrega do Relatório do Projeto Básico e Executivo de Drenagem e OAC;Encaminhamento para empresa, DPP e SR;25213128;25280378;25280395;;2026-07-06;;2026-07-07;Bruno Pimenta Resende;2026-06-30;Sim;Não;;
ASSESSORIA COAC;50600.010132/2026-04;2026-06-26;Assinado;Rafaela;2026-07-03;-;-;-;DNIT/SRE;Análise da capacidade técnica de execução das emendas parlamentares destinadas ao DNIT;Verificar s empreendimentos enviados na planilha e julgar se a obra possui algum impedimento de ordem técnica ou não.;25285808;25285793;25238675;;2026-07-01;Anteriormente haviam sido criados os documentos 25238652 e 25238675, contudo, por uma conversa com outra coordenação, Marília decidiu trocar os documentos adicionados anteriormente.;2026-07-06;Rafaela Nobrega;2026-07-01;Sim;Não;;
PROJETO;50600.027198/2025-44;2026-07-02;Assinado;Gabrielle;2026-07-09;CE;03 00077/2024;BR-116;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;25280355;;;2026-07-07;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
PROJETO;50600.015508/2025-88;2026-07-02;Assinado;Bruno;2026-07-09;DF/GO;12 00350/2024;BR-230;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;25287320;;;2026-07-07;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
PROJETO;50600.027157/2025-58;2026-07-02;Assinado;Bruno;2026-07-09;MG;00 00277/2022;BR-135;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;25270911;;;2026-07-06;;2026-07-07;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
PROJETO;50600.015618/2025-40;2026-07-02;Aguardar;Bruno;2026-07-30;PA;02 00261/2024;BR-230;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Aguardar mensagem Marília;25449903;;;;2026-07-02;;2026-07-02;Bruno Pimenta Resende;2026-07-02;Não;Não;"Bruno Pimenta Resende - 23/07/2026 16:53
Aguardar até 30/07/2026 resposta da empresa referente ao Ofício 227409 (25449903)";
PROJETO;50600.027428/2025-75;2026-07-02;Concluído;Bruno;2026-07-31;PR;09 00070/2022;BR-376;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;"Aguardar resposta da SR. Necessitou anexar cronograma ao processo.
Não necessitou cobrança";;;;;2026-07-02;;2026-07-02;Bruno Pimenta Resende;2026-07-02;Não;Não;"Bruno Pimenta Resende - 06/07/2026 08:21
Aguardar reunião para notificar ou não.
----------------------------------------
Bruno Pimenta Resende - 06/07/2026 09:04
Reunião 07/07 as 15h
----------------------------------------
Bruno Pimenta Resende - 09/07/2026 08:05
Aguardar até 15/07
----------------------------------------
Bruno Pimenta Resende - 23/07/2026 16:57
Foi anexado ao processo base 50609.002327/2021-88 o cronograma e o plano de ação que a empresa encaminhou por e-mail.
Aguardar análise da SR.";
PROJETO;50600.027428/2025-75;2026-07-02;Assinado;Bruno;2026-07-08;PR;09 00397/2021;BR-116;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Ciência de PAAR aberto;25286456;25314572;;;2026-07-02;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;"Bruno Pimenta Resende - 02/07/2026 14:50
Aguardar 30 dias para notificar
----------------------------------------
Bruno Pimenta Resende - 07/07/2026 16:23
13/08";
PROJETO;50600.027469/2025-61;2026-07-02;Assinado;Bruno;2026-07-09;RS;00 00246/2025;BR-392;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;"Notificar referencial
Modelo - Ofício 151301 (24814684)";;25271871;;;2026-07-06;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
PROJETO;50600.021840/2026-62;2026-07-02;Assinado;Bruno;2026-07-09;SC;16 00846/2025;BR-470;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;"Notificar referencial.
Criar processo de SC";;25272534;;;2026-07-06;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
PROJETO;50600.027485/2025-54;2026-07-02;Assinado;Bruno;2026-07-09;SE;-;BR-470;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar. Referencial 5.1 e 5.3;;25281066;;;2026-07-06;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
PROJETO;50609.004210/2023-09;2026-07-02;Assinado;Bruno;2026-07-09;PR;09 00397/2021;BR-487;Projetos;Revisão do Projeto Executivo de OAE da BR-487 Lote 2A;Verificar;25244977;25266556;;;2026-07-06;;2026-07-09;Bruno Pimenta Resende;2026-07-02;Sim;Não;;
ASSESSORIA COAC;50600.021462/2026-17;2026-07-03;Assinado;Rafaela;2026-07-15;SC;-;-;Parlamentares;Solicitação de informações sobre obras federais em andamento e já concluídas nas rodovias federais - Estado de Santa Catarina;Fornecer listagem com os empreendimentos desde 2023;25238841;25258288;;;2026-07-03;Documento assinado por Marília Bomtempo e Thiago Pitombeira em 06/07/2026;2026-07-07;Rafaela Nobrega;2026-07-03;Sim;Não;;
PROJETO;50600.023451/2025-91;2026-07-06;Assinado;Bruno;2026-07-13;RS;00 00375/2024;BR-116;Projetos;Contrato nº 00 00375/2024 - Encaminhamento de Relatório de Análise - BR-116/RS.;Encaminhamento para a empresa;25203492;25228702;;;2026-07-06;;2026-07-02;Bruno Pimenta Resende;2026-07-06;Sim;Não;;
PROJETO;50609.002415/2025-11;2026-07-06;Assinado;Bruno;2026-07-13;PR;09 00397/2021;BR-487;Projetos;Termo de Aceite - análise e aceitação do Relatório da Metodologia Avaliatória - RMA;Encaminhamento para a empresa;25239096;25270741;;;2026-07-06;;2026-07-07;Bruno Pimenta Resende;2026-07-06;Sim;Não;;
PROJETO;50603.000829/2024-77;2026-07-06;Assinado;Bruno;2026-07-13;CE;03 00077/2024;BR-116;Projetos;Projeto Executivo – Projeto de OAE - Viaduto Acesso Sul de Pacajus ;Verificar;25267851;25283634;;;2026-07-06;;2026-07-07;Bruno Pimenta Resende;2026-07-06;Sim;Não;;
PROJETO;50609.001437/2026-37;2026-07-06;Assinado;Bruno;2026-07-13;PR;09 00070/2022;BR-376;Projetos;Manifestação sobre encaminhamento de documentação para análise - Contrato nº 70/2022 (BR-376/PR).;Ciência;25254235;25283426;;;2026-07-06;;2026-07-09;Bruno Pimenta Resende;2026-07-06;Sim;Não;;
PROJETO;50600.034231/2024-10;2026-07-07;Assinado;Bruno;2026-07-14;BA;00 00391/2024;BR-030;Projetos;"Ambiental, Interseções e Desapropriação
";Ciência, encaminhamento de análise e encaminhamento de projetos;25271832;25311529;25311853;;2026-07-08;;2026-07-09;Bruno Pimenta Resende;2026-07-07;Sim;Não;"Bruno Pimenta Resende - 08/07/2026 15:50
Verificar Ofício 210328 (SEI nº 25311858) se houve aval do servidor";
PROJETO;50600.003198/2025-59;2026-07-07;Assinado;Bruno;2026-07-14;PA;02 00261/2024;BR-230;Projetos;Relatório análise de OAE;Verificar;25285591;25312542;;;2026-07-08;;2026-07-09;Bruno Pimenta Resende;2026-07-07;Sim;Não;;
PROJETO;50605.000092/2026-34;2026-07-07;Assinado;Bruno;2026-07-14;BA;05 00068/2026;BR-101;Projetos;Relatório de comentários aos projetos revisados de fundações.;Ciência;25293059;25313438;;;2026-07-08;;2026-07-09;Bruno Pimenta Resende;2026-07-07;Sim;Não;;
ASSESSORIA COAC;50600.021929/2026-29;2026-07-08;Assinado;Rafaela;2026-07-15;RR;-;-;Parlamentares;Solicitação de informações sobre os investimentos, o planejamento físico-financeiroe o andamento das intervenções na malha rodoviária federal no estado de Roraima;Informar acerca dos contratos dessa CGCONT para Roraima;25291157;25306717;;;2026-07-08;Documento assinado por Marília Bomtempo e Thiago Pitombeira em 09/07/2026;2026-07-09;Rafaela Nobrega;2026-07-08;Sim;Não;;
ASSESSORIA COAC;50600.029806/2024-74;2026-07-08;Assinado;Rafaela;2026-07-15;MG;-;BR-116;DNIT/SRE;Termo de Arrolamento e Transferência de Bens - BR-116/251/MG. Contrato do Edital nº 005/2025. Concessionária Ecovias das Gerais S/A;Dar ciência;25280208;25310103;;;2026-07-08;Documento assinado por Marília Bomtempo em 09/07/2026;2026-07-09;Rafaela Nobrega;2026-07-08;Sim;Não;;
PROJETO;50604.001490/2023-35;2026-07-08;Assinado;Bruno;2026-07-15;PE;04 00260/2021;BR-423;Projetos;Termo de Aceite Básico OAE;Encaminhamento para a contratada;25296526;25313037;;;2026-07-08;;2026-07-09;Bruno Pimenta Resende;2026-07-08;Sim;Não;;
ASSESSORIA COAC;50600.019005/2026-62;2026-06-12;Assinado;Maria Júlia;2026-07-15;-;-;-;Ministério;Estudos técnicos sobre concessões rodoviárias atualmente em estruturação no âmbito do Ministério dos Transportes.;Informar sobre os contratos que se sobrepõe aos estudos e solicitar orientação.;25051379;25312493;;;2026-07-08;;2026-07-09;Maria Julia de Miranda Fiel dos Santos;2026-07-08;Sim;Não;;
ASSESSORIA COAC;50602.002842/2025-51;2026-07-08;Elaborado;Rafaela;2026-07-15;TO;-;-;DNIT/SRE;Cartas Egesa S/N (24998420), Carta Egesa S/N (24998439). Ofício nº 134/2026 (25080134) e Petição Solicitação de Documentos (25235733).;Dar ciência da movimentação;25265900;25567230;;;2026-07-08;;2026-07-08;Rafaela Nobrega;2026-07-08;Não;Não;;
